2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01
1.247919728519629318e-01,1.861785807220901201e-01,1.878616752289874181e-01,1.798897244122404926e-01,1.917566668776623795e-01,1.927958316081478940e-01
1.016129713872980928e-01,1.664331201424069373e-01,1.814080955001336481e-01,1.699772889319589586e-01,1.787800259291031924e-01,1.822881932261605220e-01
8.927467741186757844e-02,1.593869547033777978e-01,1.749723132950024296e-01,1.557017499664200832e-01,1.554122102005228712e-01,1.762178789574168625e-01
8.145673547237811118e-02,1.541856377729561856e-01,1.710250859660170097e-01,1.521359854251096433e-01,1.499821853192632171e-01,1.704728903429939268e-01
7.601599857189367260e-02,1.397035256918413293e-01,1.651865630431088583e-01,1.467274206977908224e-01,1.377559168144807389e-01,1.627203753693558241e-01
7.199699188645493353e-02,1.360880229039629630e-01,1.519137955656904293e-01,1.457988601954678387e-01,1.333484249251689346e-01,1.580154174013769508e-01
6.890243122011149857e-02,1.328616009538064469e-01,1.483953279779887391e-01,1.384235718042827190e-01,1.307636834581150376e-01,1.511997267622236796e-01
6.644567135475822062e-02,1.262873129803718519e-01,1.426163587061408944e-01,1.348763575029124917e-01,1.267500133411999796e-01,1.467144607759374442e-01
6.444892657128958868e-02,1.226758418007917878e-01,1.398142318487645419e-01,1.314283055055566196e-01,1.157394077678447902e-01,1.431209313701742036e-01
6.279564434169725151e-02,1.150976051204007228e-01,1.300197218163690882e-01,1.281406891582220764e-01,1.139331984938891235e-01,1.289657733298954501e-01
6.140601329301145078e-02,1.133457206825130154e-01,1.269726205362693705e-01,1.250316387282400798e-01,1.126529811894202010e-01,1.261715192252642337e-01
6.022342224436030844e-02,1.102423535740001403e-01,1.151964720985847179e-01,1.235195941796115165e-01,1.117428071909224579e-01,1.234917859773162485e-01
5.920653028279814628e-02,1.091847447252363573e-01,1.134749806398016592e-01,1.144581134575416576e-01,1.101635057045093347e-01,1.215185457150102372e-01
5.832439945427203565e-02,1.067925934491031764e-01,1.106778109301685686e-01,1.117120048043058478e-01,1.078837025014481033e-01,1.184353907463556871e-01
5.755338800624548029e-02,1.052271089337119825e-01,1.082872331619395001e-01,1.100306766529465796e-01,1.072064451793770801e-01,1.163667540169700670e-01
5.687510051191528582e-02,1.039113786524865773e-01,1.068649620652535881e-01,1.081828439620001886e-01,1.060766988027085495e-01,1.076540102670277693e-01
5.627499625806980238e-02,1.007156618034140277e-01,1.040831651637922212e-01,1.067179750811677041e-01,1.050733206280568405e-01,1.070326229101562915e-01
5.574142083812473614e-02,9.957781686373903818e-02,1.015796626312411022e-01,1.052224294350816575e-01,1.033437016639511263e-01,1.016562494877655543e-01
5.526491745183275545e-02,9.782881626852832357e-02,1.002508241321933835e-01,1.021247805230137279e-01,1.015204299699733748e-01,9.937831989219884921e-02
5.483772761731027512e-02,9.714025197732940875e-02,9.915097206294100352e-02,1.006868950145855118e-01,1.001932991189574129e-01,9.807978431527854257e-02
5.445342294351537132e-02,9.581999521729497871e-02,9.783486491158444043e-02,9.977689931032336645e-02,9.845044731403784777e-02,9.761270222122660212e-02
5.410662934979977579e-02,9.262611570030479524e-02,9.691628768278590100e-02,9.447773972300738121e-02,9.562420298716946265e-02,9.715892198225836718e-02
5.379281763341522277e-02,9.134235990566903773e-02,9.329609305707835254e-02,9.184268206462961603e-02,9.403605096242143024e-02,9.592541838478985117e-02
5.350814240447518411e-02,9.081186293849236035e-02,9.240998586662492464e-02,9.061253742460557981e-02,9.322152167830791147e-02,9.473497111340330179e-02
5.324931678520582190e-02,8.777795341232162707e-02,8.997467292607339018e-02,8.986810484970053636e-02,9.217474711492619488e-02,9.374490102619427445e-02
5.301351389953480597e-02,8.672320126241896132e-02,8.907089579515563293e-02,8.898462672568618892e-02,9.030639478565502531e-02,9.311235421360776476e-02
5.279828867077489968e-02,8.599993370926911629e-02,8.849024621544968050e-02,8.833854884188972745e-02,8.939559188944297408e-02,9.232848797489066894e-02
5.260151518290595574e-02,8.566687555175810098e-02,8.760768205699728806e-02,8.773794602085556449e-02,8.862374424073750367e-02,9.171647824533174509e-02
5.242133609045018100e-02,8.491364989934514773e-02,8.688632327197494398e-02,8.573470102205903165e-02,8.700216610633138004e-02,9.055191638435820811e-02
5.225612144344444349e-02,8.439741683100597525e-02,8.475160812012318134e-02,8.522295873830727786e-02,8.647288495899428662e-02,9.036984928255503702e-02
5.210443493384382674e-02,8.348117023923576352e-02,8.391867312297596193e-02,8.367167398813772639e-02,8.555675084610099568e-02,8.979258884176243016e-02
5.196500603941129476e-02,8.310864442129264895e-02,8.269262851621998756e-02,8.271785238929707518e-02,8.478358135413539831e-02,8.851680943473307084e-02
5.183670688965583834e-02,8.196088845445061166e-02,8.175435834851600692e-02,8.231858165133475180e-02,8.406311372654017011e-02,8.684337930185380416e-02
5.171853293955119141e-02,8.109200652494791273e-02,8.107247134354290952e-02,8.161758669238963759e-02,8.346995396055363614e-02,8.617678029482747637e-02
5.160958673425867366e-02,8.040473122499021408e-02,8.045116785012555727e-02,8.104108580777731607e-02,8.281898602929371744e-02,8.370993504382608086e-02
5.150906419875494330e-02,7.925880645168451033e-02,7.954952801769206439e-02,8.074260373315286787e-02,8.136410916620588629e-02,8.268263892212332489e-02
5.141624300215033583e-02,7.784865360880463547e-02,7.873379904281231634e-02,8.005001635330177834e-02,8.073322547791210446e-02,8.177993611861651690e-02
5.133047263628110618e-02,7.763889128905140935e-02,7.820280447719644978e-02,7.983508069174632960e-02,8.047581055149841123e-02,8.145471941806602112e-02
5.125116591827348633e-02,7.753816931449683536e-02,7.731660011347692152e-02,7.930398459842265269e-02,7.990916699988978578e-02,8.086839653489756585e-02
5.117779168186570304e-02,7.689970490285390203e-02,7.674614772814551678e-02,7.846611128685450354e-02,7.905635776663796910e-02,7.982550263272307489e-02
5.110986846586688948e-02,7.529506911323126384e-02,7.620455772065974631e-02,7.792599903106059434e-02,7.857145042893957931e-02,7.943254268825152009e-02
5.104695904280626834e-02,7.468567178515995997e-02,7.568792414790764811e-02,7.755213036701827378e-02,7.704706436745677178e-02,7.794927988372719885e-02
5.098866565860345201e-02,7.457988631431136661e-02,7.542909618404015915e-02,7.708803049557835796e-02,7.662002174247731223e-02,7.724008386577582708e-02
